model;pathway;scenario;region;variables;unit;2019;2030;2040;2050;2060
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Ammonia|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Ammonia|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Ammonia|Co-produced|Ammonia;TWh/year;0.7;0.6;0.6;0.5;0.5
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Chemicals|Electrolysis;TWh/year;0;1;1;1;1
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Chemicals|Steam methane reforming;TWh/year;1;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Chemicals|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Chemicals|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Chemicals|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Chemicals|Co-produced|Chemicals;TWh/year;0.6;0.6;0.6;0.6;0.6
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Chemicals|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Steel|Electrolysis;TWh/year;0;1.5;2;5;5
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Steel|Steam methane reforming;TWh/year;1;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Steel|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Steel|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Steel|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Steel|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Steel|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Others|Electrolysis;TWh/year;0;0.3;0.3;0.3;0.3
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Others|Steam methane reforming;TWh/year;0.3;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Others|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Others|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Others|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Others|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Extensive reindustrialization - N2;FR;Production|Hydrogen|Others|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Refineries|Electrolysis;TWh/year;0;3.7;2.3;0.9;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Refineries|Steam methane reforming;TWh/year;4.1;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Refineries|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Refineries|Co-produced|Oil refining;TWh/year;8.9;7.9;4.9;1.9;1.9
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Refineries|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Refineries|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Refineries|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Ammonia|Electrolysis;TWh/year;0;5.9;5.5;4.9;4.9
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Ammonia|Steam methane reforming;TWh/year;7.2;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Ammonia|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Ammonia|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Ammonia|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Ammonia|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Ammonia|Co-produced|Ammonia;TWh/year;0.7;0.6;0.6;0.5;0.5
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Chemicals|Electrolysis;TWh/year;0;1;1;1;1
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Chemicals|Steam methane reforming;TWh/year;1;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Chemicals|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Chemicals|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Chemicals|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Chemicals|Co-produced|Chemicals;TWh/year;0.6;0.6;0.6;0.6;0.6
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Chemicals|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Steel|Electrolysis;TWh/year;0;1.5;2;5;5
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Steel|Steam methane reforming;TWh/year;1;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Steel|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Steel|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Steel|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Steel|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Steel|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Others|Electrolysis;TWh/year;0;0.3;0.3;0.3;0.3
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Others|Steam methane reforming;TWh/year;0.3;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Others|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Others|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Others|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Others|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M0;FR;Production|Hydrogen|Others|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Refineries|Electrolysis;TWh/year;0;3.7;2.3;0.9;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Refineries|Steam methane reforming;TWh/year;4.1;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Refineries|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Refineries|Co-produced|Oil refining;TWh/year;8.9;7.9;4.9;1.9;1.9
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Refineries|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Refineries|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Refineries|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Ammonia|Electrolysis;TWh/year;0;5.9;5.5;4.9;4.9
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Ammonia|Steam methane reforming;TWh/year;7.2;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Ammonia|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Ammonia|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Ammonia|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Ammonia|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Ammonia|Co-produced|Ammonia;TWh/year;0.7;0.6;0.6;0.5;0.5
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Chemicals|Electrolysis;TWh/year;0;1;1;1;1
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Chemicals|Steam methane reforming;TWh/year;1;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Chemicals|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Chemicals|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Chemicals|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Chemicals|Co-produced|Chemicals;TWh/year;0.6;0.6;0.6;0.6;0.6
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Chemicals|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Steel|Electrolysis;TWh/year;0;1.5;2;5;5
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Steel|Steam methane reforming;TWh/year;1;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Steel|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Steel|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Steel|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Steel|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Steel|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Others|Electrolysis;TWh/year;0;0.3;0.3;0.3;0.3
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Others|Steam methane reforming;TWh/year;0.3;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Others|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Others|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Others|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Others|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M1;FR;Production|Hydrogen|Others|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Refineries|Electrolysis;TWh/year;0;3.7;2.3;0.9;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Refineries|Steam methane reforming;TWh/year;4.1;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Refineries|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Refineries|Co-produced|Oil refining;TWh/year;8.9;7.9;4.9;1.9;1.9
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Refineries|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Refineries|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Refineries|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Ammonia|Electrolysis;TWh/year;0;5.9;5.5;4.9;4.9
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Ammonia|Steam methane reforming;TWh/year;7.2;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Ammonia|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Ammonia|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Ammonia|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Ammonia|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Ammonia|Co-produced|Ammonia;TWh/year;0.7;0.6;0.6;0.5;0.5
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Chemicals|Electrolysis;TWh/year;0;1;1;1;1
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Chemicals|Steam methane reforming;TWh/year;1;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Chemicals|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Chemicals|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Chemicals|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Chemicals|Co-produced|Chemicals;TWh/year;0.6;0.6;0.6;0.6;0.6
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Chemicals|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Steel|Electrolysis;TWh/year;0;1.5;2;5;5
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Steel|Steam methane reforming;TWh/year;1;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Steel|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Steel|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Steel|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Steel|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Steel|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Others|Electrolysis;TWh/year;0;0.3;0.3;0.3;0.3
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Others|Steam methane reforming;TWh/year;0.3;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Others|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Others|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Others|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Others|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - M23;FR;Production|Hydrogen|Others|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Refineries|Electrolysis;TWh/year;0;3.7;2.3;0.9;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Refineries|Steam methane reforming;TWh/year;4.1;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Refineries|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Refineries|Co-produced|Oil refining;TWh/year;8.9;7.9;4.9;1.9;1.9
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Refineries|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Refineries|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Refineries|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Ammonia|Electrolysis;TWh/year;0;5.9;5.5;4.9;4.9
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Ammonia|Steam methane reforming;TWh/year;7.2;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Ammonia|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Ammonia|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Ammonia|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Ammonia|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Ammonia|Co-produced|Ammonia;TWh/year;0.7;0.6;0.6;0.5;0.5
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Chemicals|Electrolysis;TWh/year;0;1;1;1;1
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Chemicals|Steam methane reforming;TWh/year;1;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Chemicals|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Chemicals|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Chemicals|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Chemicals|Co-produced|Chemicals;TWh/year;0.6;0.6;0.6;0.6;0.6
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Chemicals|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Steel|Electrolysis;TWh/year;0;1.5;2;5;5
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Steel|Steam methane reforming;TWh/year;1;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Steel|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Steel|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Steel|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Steel|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Steel|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Others|Electrolysis;TWh/year;0;0.3;0.3;0.3;0.3
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Others|Steam methane reforming;TWh/year;0.3;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Others|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Others|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Others|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Others|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N1;FR;Production|Hydrogen|Others|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Refineries|Electrolysis;TWh/year;0;3.7;2.3;0.9;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Refineries|Steam methane reforming;TWh/year;4.1;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Refineries|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Refineries|Co-produced|Oil refining;TWh/year;8.9;7.9;4.9;1.9;1.9
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Refineries|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Refineries|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Refineries|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Ammonia|Electrolysis;TWh/year;0;5.9;5.5;4.9;4.9
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Ammonia|Steam methane reforming;TWh/year;7.2;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Ammonia|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Ammonia|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Ammonia|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Ammonia|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Ammonia|Co-produced|Ammonia;TWh/year;0.7;0.6;0.6;0.5;0.5
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Chemicals|Electrolysis;TWh/year;0;1;1;1;1
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Chemicals|Steam methane reforming;TWh/year;1;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Chemicals|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Chemicals|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Chemicals|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Chemicals|Co-produced|Chemicals;TWh/year;0.6;0.6;0.6;0.6;0.6
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Chemicals|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Steel|Electrolysis;TWh/year;0;1.5;2;5;5
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Steel|Steam methane reforming;TWh/year;1;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Steel|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Steel|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Steel|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Steel|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Steel|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Others|Electrolysis;TWh/year;0;0.3;0.3;0.3;0.3
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Others|Steam methane reforming;TWh/year;0.3;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Others|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Others|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Others|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Others|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N2;FR;Production|Hydrogen|Others|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Refineries|Electrolysis;TWh/year;0;3.7;2.3;0.9;0
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Refineries|Steam methane reforming;TWh/year;4.1;0;0;0;0
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Refineries|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Refineries|Co-produced|Oil refining;TWh/year;8.9;7.9;4.9;1.9;1.9
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Refineries|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Refineries|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Refineries|Co-produced|Ammonia;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Ammonia|Electrolysis;TWh/year;0;5.9;5.5;4.9;4.9
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Ammonia|Steam methane reforming;TWh/year;7.2;0;0;0;0
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Ammonia|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Ammonia|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Ammonia|Co-produced|Chlore;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Ammonia|Co-produced|Chemicals;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Ammonia|Co-produced|Ammonia;TWh/year;0.7;0.6;0.6;0.5;0.5
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Chemicals|Electrolysis;TWh/year;0;1;1;1;1
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Chemicals|Steam methane reforming;TWh/year;1;0;0;0;0
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Chemicals|Co-produced|Coking;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Chemicals|Co-produced|Oil refining;TWh/year;0;0;0;0;0
image;SSP2-Base;Reference - N03;FR;Production|Hydrogen|Chemicals|Co-produced|Chlore;TWh/year;0;0;0;0;0
